International Standard Book Number																		
		Ye, Changrong	Marker assisted pyramiding of QTLs for heat tolerance and escape upgrades heat resilience in rice (Oryza sativa L.)	Research Square Platform LLC	Research Square	2021		High temperature at flowering stage of rice causes low spikelet fertility and low yield. To cope with high temperature stress brought by climate change, two strategies were proposed to develop heat-resilient rice varieties. One is to escape the high temperature by flowering early in the morning, another is to enhance tolerance to high temperature stress per se. Two promising QTLs for early morning flowering (qEMF3) and heat tolerance (qHTSF4.1) were introgressed into IR64 background, and near isogenic lines (NILs) IR64+qEMF3 (IR64EMF3) and IR64+qHTSF4.1 (IR64HT4) were developed in previous studies. In this study, a QTL pyramiding line IR64+qHTSF4.1+qEMF3 (IR64HT4EMF3) was developed by marker assisted selection of the progenies of previous NILs. The NILs were subjected to different high temperature regimes in the indoor growth chambers and different locations in the field. In the indoor growth chambers, when high temperature starts early (before 11:00 am), IR64HT4 and IR64HT4EMF3 had higher spikelet fertility than IR64EMF3; when high temperature comes later (after 11:00 am), IR64EMF3 and IR64HT4EMF3 had higher spikelet fertility than IR64HT4. The flowering pattern of the IR64HT4EMF3 was earlier than IR64HT4, but similar to IR64EMF3 in the glasshouse, field and indoor growth chambers. IR64HT4EMF3 showed higher spikelet fertility than IR64EMF3 and IR64HT4 in the field in the Philippines. Thus, combination of early morning flowering and heat tolerance QTLs is an elegant breeding strategy to cope with future extreme climateOpen access	English	Available in electronic format (PDF)		Crossref	Ishimaru, Tsutomu; Lambio, Leslie; Li, Le; Long, Yu; He, Zhizhou; Htun, Than Myint; Tang, Shunxue; Su, Zhenxi	https://doi.org/10.21203/rs.3.rs-982517/v1	https://drive.google.com/file/d/1goM_1Y9eWkt9lXGTpA1Nh6GIxS2uhwO2/view	View the full text	lcc	JA
	1748-9326	Khatri-Chhetri, Arun	Financing climate change mitigation in agriculture: assessment of investment cases	IOP Publishing	Environmental Research Letters	2021	volume 16, no. 12; 124044[18 pages].	As with other sectors of the economy, agriculture should also contribute to meeting countries’ emission reduction targets. Transformation of agriculture to low-carbon food systems requires much larger investments in low emission development options from global climate finance, domestic budgets, and the private sector. Innovative financing mechanisms and instruments that integrate climate finance, agriculture development budgets, and private sector investment can improve and increase farmers' and other value chain actors’ access to finance while delivering environmental, economic, and social benefits. Investment cases assessed in this study provide rich information to design and implement mitigation options in agriculture through unlocking additional sources of public and private capital, strengthening the links between financial institutions, farmers, and agribusiness, and coordination of actions across multiple stakeholders. These investment cases expand support for existing agricultural best practices, integrate forestry and agricultural actions to avoid land-use change, and support the transition to market-based solutionsOpen access	English	Available in electronic format (PDF)	Public Health, Environmental and Occupational Health; General Environmental Science; Renewable Energy, Sustainability and the Environment	Crossref;Crossref;Crossref;Crossref	Sapkota, Tek B; Sander, Bojern O; Arango, Jacobo; Nelson, Katherine; Wilkes, Andreas	https://doi.org/10.1088/1748-9326/ac3605	https://drive.google.com/file/d/1spbtfAm1_2E2rt2LB4nhRaocmsxcEUpE/view	View the full text	lcc	JA
	0027-8424	Ladha, Jagdish K.	Steady agronomic and genetic interventions are essential for sustaining productivity in intensive rice cropping	Proceedings of the National Academy of Sciences	Proceedings of the National Academy of Sciences of the United States of America	2021	Volume 118 no. 45 p. e2110807118	Intensive systems with two or three rice (Oryza sativa L.) crops per year account for about 50% of the harvested area for irrigated rice in Asia. Any reduction in productivity or sustainability of these systems has serious implications for global food security. Rice yield trends in the world’s longest-running long-term continuous cropping experiment (LTCCE) were evaluated to investigate consequences of intensive cropping and to draw lessons for sustaining production in Asia. Annual production was sustained at a steady level over the 50-y period in the LTCCE through continuous adjustment of management practices and regular cultivar replacement. Within each of the three annual cropping seasons (dry, early wet, and late wet), yield decline was observed during the first phase, from 1968 to 1990. Agronomic improvements in 1991 to 1995 helped to reverse this yield decline, but yield increases did not continue thereafter from 1996 to 2017. Regular genetic and agronomic improvements were sufficient to maintain yields at steady levels in dry and early wet seasons despite a reduction in the yield potential due to changing climate. Yield declines resumed in the late wet season. Slower growth in genetic gain after the first 20 y was associated with slower breeding cycle advancement as indicated by pedigree depth. Our findings demonstrate that through adjustment of management practices and regular cultivar replacement, it is possible to sustain a high level of annual production in irrigated systems under a changing climate. However, the system was unable to achieve further increases in yield required to keep pace with the growing global rice demandOpen access	English	Available in electronic format (PDF)	Multidisciplinary;Food security;Intensive cropping;Long term productivity trends	Crossref;Crossref;Crossref;Crossref	 Kohli, Ajay;Radanielson, Ando M.; Rutkoski, Jessica Elaine; Buresh, Roland J.; Dobermann, Achim; Angeles, Olivyn; Pabuayon, Irish Lorraine B.; Santos-Medellín, Christian; Fritsche-Neto, Roberto; Chivenge, Pauline	https://doi.org/10.1073/pnas.2110807118	https://drive.google.com/file/d/1GKgAz53m57PyuoeGaUFFtxuoAw9016g1/view	View the full text	lcc	JA
	2073-4395	Anwar, Md. Parvez	Weeds and their responses to management efforts in a changing climate	MDPI AG	Agronomy	2021	Volume 11 no. 10 p. 1921	Crop production is a constant battle with weeds, in which weeds, generally, are victorious. Therefore, rather than channeling our efforts into the development of a “silver bullet” to control weeds, the focus should be on sustainable weed management in both natural- and agro-ecosystems. However, sustainable weed management can be a challenge in the context of global climate change. Over the past few decades, global climate change, mostly indicated by phenomena such as increased atmospheric temperature and elevated CO2 levels, is evident due to human activities and natural events. These phenomena also affect regional/local climate, resulting in significant influences on the agricultural systems of a particular region. Rising CO2 levels may give comparative advantages to C3 plants through increased photosynthesis, biomass production and yield, compared to C4 plants. Plants with C4 photosynthetic pathways, on the other hand, are likely to benefit more from rising global temperatures than C3 plants. Thus, the differential responses of C3 and C4 plants to climate change may alter crop–weed interactions and competition outcomes, most likely at the expense of the crop. Climate change will likely cause shifts in weed community compositions, their population dynamics, life cycle, phenology, and infestation pressure. Some weed species may go extinct, while some others may become more aggressive invaders. Weeds are, generally, colonizers and have some unique biological traits and ecological amplitudes that enable them to successfully dominate crops in a habitat with changed environmental conditions. Moreover, climate shifts, especially erratic rainfall and drought, may affect herbicide selectivity and efficacy or the success of bio-control agents resulting in an establishment of a mixed and complex population of C3 and C4 weed species adding to the complexity of weed management. Although elevated CO2 levels will stimulate the productivity of major C3 crops, most troublesome agricultural weeds will likely be more responsive to a rise in CO2 than crops, and thus may dominate the agro-ecosystem. It is predicted that, as temperature rises, the majority of the C4 weeds will flourish and will pose serious crop yield losses. Understanding and assessment of the impact of simultaneous changes in multiple climate factors and their complex interactions on crops and weeds are therefore necessary to formulate an adaptive weed management approach and build resilience. Moreover, strategic policies and strong actions need to be taken to reduce the root causes of CO2 and other greenhouse gas emissions to minimize the impact of climate change on weed biology and managementOpen access;	English	Available in electronic format (PDF)	Agronomy and Crop Science	Crossref;Crossref	Islam, A. K. M. Mominul; Yeasmin, Sabina; Rashid, Md. Harun; Juraimi, Abdul Shukor; Ahmed, Sharif; Shrestha, Anil	https://doi.org/10.3390/agronomy11101921	https://drive.google.com/file/d/1i3ZXvoBbQtakDxcpm06whSIJYH5Jcphb/view	View the full text	lcc	JA
	2296-665X	Padbhushan, Rajeev	Meta-analysis approach to measure the effect of integrated nutrient management on crop performance, microbial activity, and carbon stocks in Indian soils	Frontiers Media SA	Frontiers in Environmental Science	2021	Volume 9	Cereal crop production gains under conventional agricultural systems in India have been declining in recent years because of inadequate management practices, creating a considerable concern. These activities were shown to deplete soil organic matter stocks, resulting in a decrease in microbial activity and soil organic carbon (SOC) content. Moreover, even with minimal use of organic sources in cultivated land, soil carbon status deteriorated, particularly in subtropical climates. Integrated nutrient management (INM), a modified farming method, has the potential to effectively utilize organic and inorganic resources, to improve the quality of soils and crops, and making farming more economically viable and sustainable. The aim of this study was to use meta-analysis to quantify the effects of INM on crop production, soil carbon, and microbial activity in Indian soils. During the years 1989–2018, data from various research studies in India, mainly on nutrient management in rice and wheat crops, were collected. Meta-Win 2.1 software was used to analyze the results, and significance was determined at p &amp;lt; 0.05. The results showed that the yield of rice and wheat was 1.4 and 4.9% more in INM than that in 100% NPK (N: nitrogen, P: phosphorous, and K: potassium), and that respective yields were comparatively higher in loamy soils (2.8%) and clayey soils (1.0%). The INM treatment increased SOC and microbial biomass carbon (MBC), resulting in improved overall soil quality. The SOC stock was increased by 23.8% in rice, 15.1% in wheat, 25.3% in loamy soils, and 14.4% in clayey soils in INM over 100% NPK. Microbial quotient (MQ) data showed significant trends between different management systems in both soil types, for example, INM &amp;gt; 100% NPK &amp;gt; No NPK. Due to more soil cracking and reduced aggregate stability in the rice field (greater short-term soil structural changes), the SOC stock loss in rice was higher than that in wheat. The CO2 equivalent emissions were 7.9 Mg ha−1 higher in no NPK (control) than in 100% NPK, and 16.4 Mg ha−1 higher in control than in INM. In other words, INM increased soil carbon sequestration by 2.3 Mg ha−1 as compared to using 100% NPK. Overall, the findings of this study show that INM could be a viable farming system mode in India for improving crop production, increasing soil carbon sequestration, and improving microbial activity while remaining economically and environmentally sustainableOpen access	English	Available in electronic format (PDF)	General Environmental Science	Crossref;Crossref	 Gupta, Vadakattu V.S.R.0;Sharma, Sheetal; Kumar, Upendra; Rana, D.S.; Kohli, Anshuman; Kaviraj, Megha; Parmar, Brajendra; Kumar, Rajkishore; Annapurna, K.; Sinha, Abhas Kumar	https://doi.org/10.3389/fenvs.2021.724702	https://drive.google.com/file/d/1DoN_U0IwrHS32tbEPH0oR2NRHh446q4C/view	View the full text	lcc	JA
	0030-7270	Donovan, Jason	Seed value chain development in the Global South: Key issues and new directions for public breeding programs	SAGE Publications	Outlook on Agriculture	2021	p. 003072702110595	Where CGIAR breeding programs rely on the private sector for the multiplication and distribution of improved cultivars, persistent challenges have dampened their impact on varietal adoption and turnover rates. Part of the problem is that research and practice in CGIAR and among its national breeding program partners tend to treat the private sector as a vehicle for seed delivery, rather than as commercial businesses facing a range of unique constraints and threats. This paper adopts a value chain framework to examine these relationships and pathways for improved varietal adoption/turnover outcomes in three cases: hybrid maize, farmed fish, and rice. In the first two cases, weak incentives and high risks left seed companies reluctant to invest in the marketing and quality assurance efforts needed to realize near-term impacts at scale from breeding investments. In the third case, seed companies played an insignificant role: grain traders supplied certified seed to smallholders, potentially prioritizing consumers’ quality preferences over climate-resilience and stress-tolerance traits for farmers. The findings raise important questions about the role of CGIAR and national breeding programs; specifically, how these programs can effectively support the private sector to deliver impact at greater scale, how consumer preferences are captured in trait prioritization within breeding programs, and what types of incentive mechanisms can be changed within breeding programs to advance a genuine shift towards ‘demand-oriented’ plant breeding.	English	Available in electronic format (PDF)	Agronomy and Crop Science; Animal Science and Zoology; Ecology	Crossref;Crossref;Crossref;Crossref	Rutsaert, Pieter; Spielman, David; Shikuku, Kelvin Mashisia; Demont, Matty	https://doi.org/10.1177/00307270211059551			lcc	JA
	0721-7714	Lo, Shuen-Fang	Closer vein spacing by ectopic expression of nucleotide-binding and leucine-rich repeat proteins in rice leaves	Springer Science and Business Media LLC	Plant Cell Reports	2021	(e-first copy); 17 p..	Elevated expression of nucleotide-binding and leucine-rich repeat proteins led to closer vein spacing and higher vein density in rice leaves.To feed the growing global population and mitigate the negative effects of climate change, there is a need to improve the photosynthetic capacity and efficiency of major crops such as rice to enhance grain yield potential. Alterations in internal leaf morphology and cellular architecture are needed to underpin some of these improvements. One of the targets is to generate a “Kranz-like” anatomy in leaves that includes decreased interveinal spacing close to that in C4 plant species. As C4 photosynthesis has evolved from C3 photosynthesis independently in multiple lineages, the genes required to facilitate C4 may already be present in the rice genome. The Taiwan Rice Insertional Mutants (TRIM) population offers the advantage of gain-of-function phenotype trapping, which accelerates the identification of rice gene function. In the present study, we screened the TRIM population to determine the extent to which genetic plasticity can alter vein density (VD) in rice. Close vein spacing mutant 1 (CVS1), identified from a VD screening of approximately 17,000 TRIM lines, conferred heritable high leaf VD. Increased vein number in CVS1 was confirmed to be associated with activated expression of two nucleotide-binding and leucine-rich repeat (NB-LRR) proteins. Overexpression of the two NB-LRR genes individually in rice recapitulates the high VD phenotype, due mainly to reduced interveinal mesophyll cell (M cell) number, length, bulliform cell size and thus interveinal distance. Our studies demonstrate that the trait of high VD in rice can be achieved by elevated expression of NB-LRR proteins limited to no yield penaltyOpen access;	English	Available in electronic format (PDF)	Plant Science; Agronomy and Crop Science; General Medicine	Crossref;Crossref;Crossref;Crossref	 Hsing, Yue-Ie; Quick, William Paul;Chatterjee, Jolly; Biswal, Akshaya K.; Liu, I.-Lun; Chang, Yu-Pei; Chen, Pei-Jing; Wanchana, Samart; Elmido-Mabilangan, Abigail; Nepomuceno, Robert A.; Bandyopadhyay, Anindya	https://doi.org/10.1007/s00299-021-02810-5	https://drive.google.com/file/d/1Z3i7ZUycbFBiH4u9qQp9MKILViLp03jf/view	View the full text	lcc	JA
	0929-1873	Niones, Jennifer T.	Dynamics of bacterial blight disease in resistant and susceptible rice varieties	Springer Science and Business Media LLC	European Journal of Plant Pathology	2022	(e-first copy); 17 p.	AbstractBacterial blight (X. oryzae pv. oryzae) is a serious disease in rice across the world. To better control the disease, it is important to understand its epidemiology and how key aspects of this (e.g. infection efficiency, and spatial spread) change according to environment (e.g. local site conditions and season), management, and in particular, variety resistance. To explore this, we analysed data on the disease progress on resistant and susceptible varieties of rice grown at four sites in the Philippines across five seasons using a combination of mechanistic modelling and statistical analysis. Disease incidence was generally lower in the resistant variety. However, we found no evidence that the primary infection efficiency was lower in resistant varieties, suggesting that differences were largely due to reduced secondary spread. Despite secondary spread being attributed to splash dispersal which is exacerbated by wind and rain, the wetter sites of Pila and Victoria in south Luzon tended to have lower infection rates than the drier sites in central Luzon. Likewise, we found spread in the dry season can be substantial and should therefore not be ignored. In fact, we found site to be a greater determinant of the number of infection attempts suggesting that other environmental and management factors had greater effect on the disease than climate. Primary infection was characterised by spatially-random observations of disease incidence. As the season progressed, we observed an emerging short-range (1.6 m–4 m) spatial structure suggesting secondary spread was predominantly short-range, particularly where the resistant variety was grownOpen access	English	Available in electronic format (PDF)	Agronomy and Crop Science;Horticulture;Plant Science	Crossref;Crossref;Crossref;Crossref	Donayre, Dindo King M.;Milne, Alice E.;Oliva, Ricardo;Oreiro, Eula Gems M.;Sharp, Ryan T.	https://doi.org/10.1007/s10658-021-02452-z	https://drive.google.com/file/d/12RUWeW3wbGQH_8te9_AGLjg-34JFOx-I/view	View the full text	lcc	JA
	1939-8425	Juma, Roselyne U.	Identification of an elite core panel as a key breeding resource to accelerate the rate of genetic improvement for irrigated rice	Springer Science and Business Media LLC	Rice	2021	Volume 14, no. 92; 22 p.	Open access;Rice genetic improvement is a key component of achieving and maintaining food security in Asia and Africa in the face of growing populations and climate change. In this effort, the International Rice Research Institute (IRRI) continues to play a critical role in creating and disseminating rice varieties with higher productivity. Due to increasing demand for rice, especially in Africa, there is a strong need to accelerate the rate of genetic improvement for grain yield. In an effort to identify and characterize the elite breeding pool of IRRI’s irrigated rice breeding program, we analyzed 102 historical yield trials conducted in the Philippines during the period 2012–2016 and representing 15,286 breeding lines (including released varieties). A mixed model approach based on the pedigree relationship matrix was used to estimate breeding values for grain yield, which ranged from 2.12 to 6.27 t·ha−1. The rate of genetic gain for grain yield was estimated at 8.75 kg·ha−1 year−1 (0.23%) for crosses made in the period from 1964 to 2014. Reducing the data to only IRRI released varieties, the rate doubled to 17.36 kg·ha−1 year−1 (0.46%). Regressed against breeding cycle the rate of gain for grain yield was 185 kg·ha−1 cycle−1 (4.95%). We selected 72 top performing lines based on breeding values for grain yield to create an elite core panel (ECP) representing the genetic diversity in the breeding program with the highest heritable yield values from which new products can be derived. The ECP closely aligns with the indica 1B sub-group of Oryza sativa that includes most modern varieties for irrigated systems. Agronomic performance of the ECP under multiple environments in Asia and Africa confirmed its high yield potential. We found that the rate of genetic gain for grain yield found in this study was limited primarily by long cycle times and the direct introduction of non-improved material into the elite pool. Consequently, the current breeding scheme for irrigated rice at IRRI is based on rapid recurrent selection among highly elite lines. In this context, the ECP constitutes an important resource for IRRI and NAREs breeders to carefully characterize and manage that elite diversity.	English	Available in electronic format (PDF)	Plant Science; Soil Science; Agronomy and Crop Science	Crossref;Crossref;Crossref;Crossref	 Arbelaez, Juan D.; Biswas, Partha S.; Cobb, Joshua N.; Islam, Md Rafiqul; Mbute, Felister N.; Miano, Douglas W.; Rutkoski, Jessica E.;Bartholomé, Jérôme; Thathapalli Prakash, Parthiban; Hussain, Waseem; Platten, John D.; Lopena, Vitaliano; Verdeprado, Holden; Murori, Rosemary; Ndayiragije, Alexis; Katiyar, Sanjay Kumar	https://doi.org/10.1186/s12284-021-00533-5	https://drive.google.com/file/d/1PtXrj7HRw0c2SAwJYJlQpHqEmK4TFrq6/view	View the full text	lcc	JA
	2634-8845	Lai, Lai	Policy framework for Myanmar rice production and in-depth study on greenhouse gas emissions	Scientific Research and Community Ltd	Journal of Earth and Environmental Science Research	2021	Volume 3, no. 6; p. 1-13	Open access;This study assesses the interactive nature of rice and climate change in the context of Myanmar, one of the largest rice-producing countries. In the first section, special emphasis is given to the current situation of Myanmar’s rice production as affected by climate change alongside with possible adaptation strategies. Since only a small share (23.6 %) of the rice area is irrigated, low precipitation climate extremes directly translate into either drought problems due to limited access of water in case of drought or flood problems due to limited drainage. Moreover, more than half of the national rice production derives from the Ayaryewady delta, so that Myanmar’s food security is very susceptible to impacts triggered tropical cyclones such as “Nargis” in 2008. The scope of adaptation to climate change is elaborated at different levels ranging technical options for increasing resilience of the rice crop to policies that alleviate risks for farmers.	English	Available in electronic format (PDF)	General Medicine	Crossref;Crossref	Wassmann, R.;Sander, B. O.	https://doi.org/10.47363/jeesr/2021(3)159	https://drive.google.com/file/d/1osLyvmEGUf9c0G6HGkxvN9rS3ZrfQ0TM/view	View the full text	lcc	JA
	2073-4441	Samoy-Pascual, Kristine	Determinants in the adoption of alternate wetting and drying technique for rice production in a gravity surface irrigation system in the Philippines	MDPI AG	Water	2021	Volume 14 no. 1 p. 1-15.	Alternate Wetting and Drying (AWD) is a well-known low-cost water-saving and climate change adaptation and mitigation technique for irrigated rice. However, its adoption rate has been low despite the decade of dissemination in Asia, especially in the Philippines. Using cross-sectional farm-level survey data, this study empirically explored factors shaping AWD adoption in a gravity surface irrigation system. We used regression-based approaches to examine the factors influencing farmers’ adoption of AWD and its impact on yield. Results showed that the majority of the AWD adopters were farmers who practiced enforced rotational irrigation (RI) scheduling within their irrigators’ association (IA). With the current irrigation management system, the probability of AWD implementation increases when farmers do not interfere with the irrigation schedule (otherwise they opt to go with flooding). Interestingly, the awareness factor did not play a significant role in the farmers’ adoption due to the RI setup. However, the perception of water management as an effective weed control method was positively significant, suggesting that farmers are likely to adopt AWD if weeds are not a major issue in their field. Furthermore, the impact on grain yields did not differ with AWD. Thus, given the RI scheduling already in place within the IA, we recommend fine-tuning this setup following the recommended safe AWD at the IA scaleOpen access;	English	Available in electronic format (PDF)	Water Science and Technology; Aquatic Science; Geography, Planning and Development; Biochemistry	Crossref;Crossref;Crossref;Crossref;Crossref	Yadav, Sudhir; Evangelista, Gio; Burac, Mary Ann; Rafael, Marvelin; Cabangon, Romeo; Tokida, Takeshi; Mizoguchi, Masaru; Regalado, Manuel Jose	https://doi.org/10.3390/w14010005	https://drive.google.com/file/d/1FNGRFFGlNWCRKWX0ZNhPttUw46P_kMSH/view	View the full text	lcc	JA
		Hossain, Mohammad Mobarak	Farmers’ participatory evaluation of alternate wetting and drying irrigation method on the greenhouse gas emission, water productivity and paddy yield in Bangladesh	MDPI AG	Preprints	2022	15 pages	In dry season paddy farming, the alternate wetting and drying (AWD) irrigation improves water productivity, paddy production, and has the potential to decrease greenhouse gas (GHG) such as methane (CH4) and nitrous oxide (N2O) emissions when compared to continuous flooding (CF). However, there is a lack of research in Bangladesh on the effects of water management on CH4 and N2O emissions. During November 2017&amp;ndash;April 2018, participatory on-farm trials were conducted at Feni and Chattogram districts of Bangladesh. Total 105 farmers comprising 20-hectare of land (62 farmers at Feni and 43 farmers at Chattogram district, each location having 10 hectare of land). We compared irrigation water and cost reductions, paddy yield, and CH4 and N2O emissions from paddy fields irrigated using AWD and CF irrigation methods. The CH4 and N2O emissions were determined using the Cool Farm Beta-3 methodology, and the global warming potential (GWP) was estimated using the Intergovernmental Panel on Climate Change-2014 standard approach. The mean results of randomly selected 30 farmers from two locations (15 of each) showed that AWD remarkably decreased irrigation water consumption by about 24% and increased water productivity by 224%. We estimated 23% savings for irrigation costs in AWD. By this time, AWD improved paddy production by 3% over CF. The AWD irrigation resulted in a 47% reduction in cumulative CH4 emissions having a lower CH4 emission factor (0.74 kg ha-1 day-1) than CF (1.39 kg ha-1 day-1). There was no obvious difference in N2O emission between AWD and CF. When compared to CF, AWD decreased the overall GWP by 27% and lowered the GHG intensity by 42%. The CH4 and N2O emissions did not differ substantially between Feni and ChattogramOpen access	English	Available in electronic format (PDF)		Crossref	Islam, Mohammad Rafiqul	https://doi.org/10.20944/preprints202202.0064.v1	https://drive.google.com/file/d/1s6eg7FxcF6OR2l52oAHqgckvRA1259t7/view	View the full text	lcc	JA
	2071-1050	Chadalavada, Keerthi	Simulating potential impacts of future climate change on post-rainy season sorghum yields in India	MDPI AG	Sustainability	2021	Volume 14 no. 1 p. 334	Given the wide use of the multi-climate model mean (MMM) for impact assessment studies, this work examines the fidelity of Coupled Model Intercomparison Project Phase 5 (CMIP5) in simulating the features of Indian summer monsoons as well as the post-rainy seasons for assessing the possible impacts of climate change on post-rainy season sorghum crop yields across India. The MMM simulations captured the spatial patterns and annual cycles of rainfall and surface air temperatures. However, bias was observed in the precipitation amounts and daily rainfall intensity. The trends in the simulations of MMM for both precipitation and temperatures were less satisfactory than the observed climate means. The Crop Environment Resource Synthesis (CERES)-sorghum model was used to estimate the potential impacts of future climate change on post-rainy season sorghum yield values. On average, post-rainy season sorghum yields are projected to vary between −4% and +40% as well as +10% and +59% in the near future (2040–2069) for RCP 4.5 and RCP 8.5, respectively, and between +20% and +70% (RCP 4.5) as well as +38% and +89% (RCP 8.5) in the far future (2070–2099). Even though surface air temperatures are increasing in future climate change projections, the findings suggest that an increase in the post-rainy season sorghum yields was due to an increase in the rainfall amounts up to 23% and an increase in the atmospheric CO2 levels by the end of the 21st century. The results suggest that the projected climate change during the post-rainy season over India is an opportunity for smallholders to capitalize on the increase in rainfall amounts and further increase sorghum yields with appropriate crop management strategiesOpen access	English	Available in electronic format (PDF)	Management, Monitoring, Policy and Law; Renewable Energy, Sustainability and the Environment; Geography, Planning and Development	Crossref;Crossref;Crossref;Crossref	Gummadi, Sridhar; Kundeti, Koteswara Rao; Kadiyala, Dakshina Murthy; Deevi, Kumara Charyulu; Dakhore, Kailas Kamaji; Bollipo Diana, Ranjitha Kumari; Thiruppathi, Senthil Kumar	https://doi.org/10.3390/su14010334	https://drive.google.com/file/d/1lBvZdZNqMiNAX51Db1FD3bK0za05stUh/view	View the full text	lcc	JA
		Moyers, Brook T.	Strong genotype by environment interactions in the rice Global MAGIC population across seedling stage drought	Cold Spring Harbor Laboratory	bioRxiv preprint	2022	34 pages	Crop adaptation is required to sustainably increase the rate of yield gains to meet projected future needs under the challenging conditions of climate change and competition for resources. Future adaptation will likely need to harness both highly polygenic traits and genotype-by-environment interactions (GxE), the study of which is aided by complex recombinant populations. We used the diverse Oryza sativa Global Multiparent Advanced Generation InterCross (MAGIC) population to study the genetic architecture and contributions of seedling emergence, establishment, and development to yield components under dry-direct seeding and seedling stage drought across three growing seasons. Dry-direct seeding is an establishment practice that has the potential to reduce methane emissions, water use, and labor demands for rice farmers, but increases the possibility of early-season drought conditions. We found substa/ntial evidence for large roles of environmental variation and GxE in controlling trait variation. Maintenance of shoot growth during seedling stage drought was positively correlated with crown root number and both directly and indirectly influenced agronomic traits. Other than the major green revolution locus sd1, most allelic effects were conditionally neutral (affecting trait values in some environments but not others) and most alleles had their strongest effect in an environmental extreme. This discovery is both a challenge and a potential opportunity: with variable genetic architecture, selection in any one environment may not result in stable trait gains across environments. However, conditionally neutral GxE is a potential route to sustainable yield stability through allele pyramidingOpen access	English	Available in electronic format (PDF)		Crossref	Henry, Amelia; Raghavan, Chitra; Zaw, Hein; Marrano, Annarita; Leung, Hei; McKay, John	https://doi.org/10.1101/2022.02.07.479433	https://drive.google.com/file/d/1BiEQHABgmtVE3ZaeCQOEG5JYso1c0Tsn/view	View the full text	lcc	JA
	2571-581X	Ng'endo, Mary	One size does not fit all—addressing the complexity of food system	Frontiers Media SA	Frontiers in Sustainable Food Systems	2022	Volume 6, no. 816936; p. 1-5.	Food system sustainability has been highlighted as one of the major strategies to ensure healthy diets. A plethora of approaches to stabilize food systems have been suggested, including agroecology, climate-smart agriculture, and other forms of sustainable agriculture. However, a disconnect between sustainable production and consumption exists, which may hinder further progress toward achieving Sustainable Development Goal 2. This discourse was needed to connect these intersectional perspectives. To meet this need, we bring together the disconnected socio-environmental pillars and show how together they contribute to the food system sustainability agenda. We discuss the complexity of food system sustainability to cater to different geographies, building on evidence from development projects worldwide. We account for factors such as the need to incorporate intersectionality factors, food-system-related policy issues, food waste, food injustice, and undernutrition. While these intersectional inequalities can be solved through various human interventions, policy implementation, and dietary choices, we found that connecting the different policymakers remains a significant challenge for a sustainable food system. We propose implementing specific food system sustainability strategies that will be useful for policymakers and other stakeholders to enable the inclusion of a socio-environmental perspective for food systems that connect agricultural production with consumptionOpen access	English	Available in electronic format (PDF)	Horticulture; Management, Monitoring, Policy and Law; Agronomy and Crop Science; Ecology; Food Science; Global and Planetary Change	Crossref;Crossref;Crossref;Crossref;Crossref;Crossref;Crossref	Connor, Melanie	https://doi.org/10.3389/fsufs.2022.816936	https://drive.google.com/file/d/1x_C0r9_A09VohaZ4OLs0Ou6SxVhJUdxG/view	View the full text	lcc	JA
	1756-5529	Hong Trang, Vu	Institutional analysis for scaling alternate wetting and drying for low-emissions rice production: evidence from Bangladesh	Informa UK Limited	Climate and Development	2022	p. 1-10		English	Available in electronic format (PDF)	Development; Geography, Planning and Development; Global and Planetary Change	Crossref;Crossref;Crossref;Crossref	Nelson, Katherine M.; Samsuzzaman, Syed; Rahman, Saidur M.; Rashid, Mamunur; Salahuddin, Ahmad; Sander, Bjoern Ole	https://doi.org/10.1080/17565529.2022.2036088	https://drive.google.com/file/d/1_6_d8JnbK1-BfiOog1iUfiwncv5eerfQ/view	view the full text	lcc	JA
	0030-7270	Wehmeyer, Helena	Rural development and transformation of the rice sector in Myanmar: Introduction of best management practices for sustainable rice agriculture	SAGE Publications	Outlook in Agriculture	2022	p. 003072702210860	Myanmar has experienced considerable economic and social changes since its political transition in the early 2010s. Its agriculture sector has demonstrated rapid intensification and modernization. Agricultural best management practices (BMPs), e.g., drum seeders and laser land levelling, were introduced to rice farmers in Bago Region in 2012 to increase sustainable production and counter negative environmental impacts. The objective of this study was to determine the socioeconomic and agronomic changes due to the adoption of BMPs between adopters and non-adopters. Using a digital survey questionnaire application to collect household data, 200 farmers in eight villages were interviewed in 2012 and 2017. Data were analysed using uni- and multivariate statistics. Mediation analysis was utilized to evaluate the effect of the farmer group on rice yields. Overall, all farmers in this study experienced substantial positive changes over the course of five years in line with the national development efforts. Differences among adopters and non-adopters were not significant, but notable distinctions existed between cropping patterns. Rice-pulse farmers had higher yields ( + 0.4 t/ha), yet rice-rice farmers had larger cultivation areas, received higher agricultural credits, and had superior income levels. Nevertheless, rice yields remained low (&lt;4 t/ha). Education was found to be an important predictor of yield. Hence, this factor is crucial for accelerating agricultural development in Myanmar. Improving extension services and knowledge transfer are necessary to expand the dissemination of sustainable BMPs and make farmers more resilient against the negative implications of climate change.	English	Available in electronic format (PDF)	Agronomy and Crop Science; Animal Science and Zoology; Ecology	Crossref;Crossref;Crossref;Crossref	Malabayabas, Arelene; San, Su Su; Thu, Aung Myat; Tun, Myat Su; Thant, Aye Aye; Connor, Melanie	https://doi.org/10.1177/00307270221086008			lcc	JA
